Sr No.,Total Time (s),Tokens per Second,Generated Tokens
1,24.531089544296265,12.229423994129878,300
2,24.546467781066895,12.221950623319483,300
3,24.51728057861328,12.236407390790065,300
4,24.538156986236572,12.22593528404923,300
5,24.5134699344635,12.238404112103781,300
6,14.975899457931519,12.219551282051281,183
7,24.51269245147705,12.238404112103781,300
8,24.53162717819214,12.22892548508071,300
9,24.49568200111389,12.24689745264533,300
10,24.515758991241455,12.236906510034265,300
11,24.504004955291748,12.242899118511263,300
12,24.479817867279053,12.254901960784313,300
13,24.484961986541748,12.252399428221361,300
14,24.534162521362305,12.227928588897042,300
15,9.460207462310791,12.262156448202958,116
16,7.100354433059692,12.112676056338028,86
17,24.50765085220337,12.240900930308472,300
18,24.463367462158203,12.26341822343948,300
19,5.750318288803101,12.173913043478262,70
20,24.472567796707153,12.258407224287991,300
21,24.477630376815796,12.255903260070266,300
22,24.485050678253174,12.252399428221361,300
23,24.46496033668518,12.262415695892091,300
24,24.46676230430603,12.26141333224343,300
25,24.47837543487549,12.255903260070266,300
26,24.44527769088745,12.272448353446512,300
27,5.078986406326294,12.404016538688719,63
28,24.45589828491211,12.26692836113837,300
29,24.46914029121399,12.260411132453308,300
30,18.760152101516724,12.260127931769722,230
31,24.495681285858154,12.24689745264533,300
32,24.46530771255493,12.262415695892091,300
33,24.869778394699097,12.062726176115802,300
34,24.845927476882935,12.07437816952427,300
35,24.818195104599,12.088000644693366,300
36,24.928019285202026,12.034659820282412,300
37,25.06591272354126,11.968403414984442,300
38,25.267224550247192,11.873194285035817,300
39,25.51150608062744,11.75917215428034,300
40,25.511149644851685,11.759633099447298,300
41,25.526336431503296,11.752722714095432,300
42,25.478989124298096,11.77440244907571,300
43,18.939011096954346,11.774644912614182,223
44,25.488866329193115,11.769783043665894,300
45,25.469909191131592,11.778563015312132,300
46,25.484817504882812,11.771630370806356,300
47,25.50104546546936,11.764244539429825,300
48,25.49247908592224,11.768397928761964,300
49,25.454339027404785,11.785966842146617,300
50,25.465551137924194,11.780413099819366,300
51,25.50734543800354,11.761477241541536,300
52,21.73939609527588,11.776070656423938,256
53,25.473657369613647,11.776713511815968,300
54,21.94947648048401,11.754521846097772,258
55,25.44329524040222,11.791062374719962,300
56,16.848924160003662,11.810789957861001,199
57,5.2326319217681885,11.656793426332888,61
58,25.490824699401855,11.768859597505003,300
59,25.44143509864807,11.79198930859636,300
60,25.444128036499023,11.79059896242729,300
61,25.47183132171631,11.777638190954773,300
62,14.446162462234497,11.906410078914579,172
63,25.430074453353882,11.797090051120724,300
64,25.423808097839355,11.799874134675896,300
65,14.660207033157349,11.800818553888131,173
66,25.3965904712677,11.812418789620821,300
67,22.480095863342285,11.788256227758007,265
68,25.334784984588623,11.841326228537596,300
69,25.3484787940979,11.835253274420072,300
70,25.328774452209473,11.84413123297406,300
71,25.140149354934692,11.933174224343675,300
72,24.868269681930542,12.063696316551392,300
73,24.43188190460205,12.278978388998036,300
74,24.29569387435913,12.347711557458018,300
75,8.674928665161133,11.64265129682997,101
76,23.85373568534851,12.576507084765659,300
77,23.770195960998535,12.620950778291965,300
78,22.714495420455933,13.20771330456987,300
79,22.70815896987915,13.211203100228994,300
80,22.703917503356934,13.21353065539112,300
81,22.711395740509033,13.209457971907886,300
82,21.05471420288086,12.918546663500356,272
83,11.616114616394043,11.96625344352617,139
84,16.863401174545288,12.334697266204115,208
85,15.104284524917603,12.049788135593221,182
86,22.691004037857056,13.221100876999692,300
87,22.695281505584717,13.218770654329147,300
88,17.87040948867798,12.479015109121432,223
89,17.510392665863037,12.450028555111365,218
90,22.68366050720215,13.225180744136836,300
91,22.67920422554016,13.228096476916972,300
92,11.132762908935547,11.946465463037816,133
93,22.669971704483032,13.233348037053373,300
94,22.674230337142944,13.231013495633766,300
95,22.661424160003662,13.238603768589206,300
96,22.665494441986084,13.236267372600928,300
97,12.935082912445068,12.060301507537687,156
98,21.110808610916138,14.210601108426886,300
99,20.636099100112915,14.004652064353557,289
100,19.92760396003723,15.054195102368526,300
