Sr No.,Total Time (s),Tokens per Second,Generated Tokens
1,43.18340277671814,6.947178287752124,300
2,43.190552711486816,6.945891505174688,300
3,21.40357780456543,7.101476359558961,152
4,43.18257689476013,6.947178287752124,300
5,43.15151286125183,6.952169076751947,300
6,25.344093084335327,7.023358585858586,178
7,43.14726114273071,6.952974714348622,300
8,34.938791275024414,6.926357365694496,242
9,43.169360876083374,6.949431304871552,300
10,43.149462938308716,6.952652436904679,300
11,43.14913773536682,6.952652436904679,300
12,43.12772274017334,6.9560378408458545,300
13,43.14929962158203,6.952652436904679,300
14,43.11613845825195,6.957973838018369,300
15,43.152127742767334,6.952169076751947,300
16,27.37572693824768,7.013442431326709,192
17,43.11722803115845,6.957812463761394,300
18,43.10546064376831,6.959749449019836,300
19,11.815962076187134,7.024373730534868,83
20,43.13924694061279,6.954264122951389,300
21,43.097208738327026,6.96104137178922,300
22,43.12214946746826,6.957005704744678,300
23,43.10646653175354,6.95958799239085,300
24,24.561341524124146,7.084402100891658,174
25,43.11135506629944,6.958780821600056,300
26,43.095887899398804,6.9612028958604055,300
27,43.10153412818909,6.960233863857826,300
28,43.11183977127075,6.9586194099090735,300
29,43.12023735046387,6.957328385899815,300
30,24.39053988456726,7.092780123816162,173
31,43.09547996520996,6.961364427427776,300
32,43.10745167732239,6.959426543252836,300
33,41.16919994354248,7.287036362311449,300
34,39.70726299285889,7.555342886644672,300
35,38.644371509552,7.7631715143359905,300
36,38.487346172332764,7.79483981604178,300
37,38.22578763961792,7.848061528802386,300
38,37.43426728248596,8.014104824491104,300
39,34.412665605545044,8.71763577717723,300
40,31.17081594467163,9.624330307016137,300
41,31.171643018722534,9.62402155780829,300
42,29.753296852111816,9.444425772191039,281
43,31.15579104423523,9.628963923481834,300
44,24.886189699172974,9.121594470786787,227
45,31.15148138999939,9.630509453950115,300
46,31.152474880218506,9.63020030816641,300
47,31.151138305664062,9.630509453950115,300
48,31.150500535964966,9.630509453950115,300
49,31.14276385307312,9.63298333493883,300
50,18.113380193710327,8.502180754154475,154
