Sr No.,Total Time (s),Tokens per Second,Generated Tokens
1,18.01740550994873,16.650940778153966,300
2,18.02835750579834,16.640781007321944,300
3,10.160851001739502,16.63222123806712,169
4,18.01627802848816,16.651865008880996,300
5,18.00242257118225,16.664815020553274,300
6,17.998490810394287,16.6685187243027,300
7,5.301734685897827,16.408902301018486,87
8,17.99536657333374,16.67129758266185,300
9,17.98557209968567,16.679639719782053,300
10,11.407877206802368,16.65497896213184,190
11,17.973397493362427,16.69170422300117,300
12,17.997313261032104,16.669444907484582,300
13,17.96317744255066,16.700996492790736,300
14,17.988953590393066,16.676858079937738,300
15,6.296017646789551,16.518424396442185,104
16,17.974971532821655,16.689847009735743,300
17,17.958848476409912,16.704716298234867,300
18,17.954479455947876,16.709368385875013,300
19,17.959625482559204,16.703786191536746,300
20,17.942403316497803,16.720543975030655,300
21,17.936981678009033,16.725204883759826,300
22,17.962669610977173,16.700996492790736,300
23,17.95945382118225,16.704716298234867,300
24,17.92617392539978,16.735468035256055,300
25,17.93534255027771,16.727069974909398,300
26,17.95461630821228,16.70843776106934,300
27,0.5053186416625977,15.841584158415841,8
28,17.91704797744751,16.743874532566835,300
29,17.91175651550293,16.74854845913354,300
30,17.945891857147217,16.716817118020728,300
31,17.9386944770813,16.72334020848431,300
32,17.94279408454895,16.71961210499916,300
33,17.89164423942566,16.76727028839705,300
34,17.307862520217896,17.333025190663278,300
35,17.161601305007935,17.48048013052092,300
36,16.659806489944458,18.007202881152462,300
37,16.45485210418701,18.23154056517776,300
38,15.64914846420288,19.170554029011438,300
39,15.636784791946411,19.185265715930164,300
40,15.633860349655151,19.188947166432136,300
41,15.633469104766846,19.19017463058914,300
42,15.632938146591187,19.19017463058914,300
43,15.633268117904663,19.19017463058914,300
44,9.318577527999878,19.20806953535787,179
45,15.628048658370972,19.19631430765293,300
46,15.621048212051392,19.204916458613404,300
47,15.627807855606079,19.19631430765293,300
48,15.6233651638031,19.20245791461307,300
49,15.626633405685425,19.19754271453254,300
50,15.616868019104004,19.2098354357431,300
