Sr No.,Total Time (s),Tokens per Second,Generated Tokens
1,42.70351767539978,7.025103034844511,300
2,27.071119785308838,7.0555206678733695,191
3,38.01348876953125,7.050219661694684,268
4,42.70808815956116,7.024445068839562,300
5,42.66373014450073,7.0316894805925365,300
6,42.66190457344055,7.032019127092026,300
7,31.616820335388184,7.084796153967802,224
8,39.45230174064636,7.046537564635507,278
9,42.66122651100159,7.032183961932444,300
10,42.66666841506958,7.0311950687885245,300
11,42.65778994560242,7.032678512822917,300
12,19.161110401153564,7.09775063931945,136
13,42.6408154964447,7.035482282310452,300
14,42.65014719963074,7.033997655334115,300
15,42.653884172439575,7.033338022225347,300
16,42.613380670547485,7.040105132236642,300
17,42.61000633239746,7.040600797934757,300
18,42.61989688873291,7.0389488503050215,300
19,42.62304973602295,7.038453417169134,300
20,42.60664987564087,7.041096533433474,300
21,42.62371230125427,7.038288288288288,300
22,42.61197280883789,7.040270346381301,300
23,42.601255655288696,7.0420882138916925,300
24,42.601701736450195,7.041922914417164,300
25,42.628684997558594,7.037462760092895,300
26,42.64592528343201,7.034657412184027,300
27,31.438181161880493,7.093326547490299,223
28,42.628328800201416,7.0376278502392795,300
29,39.91925024986267,7.039254490342945,281
30,32.66728210449219,7.071356414730461,231
31,42.59598422050476,7.042914827683351,300
32,12.456204652786255,7.145150931278099,89
33,41.67832040786743,7.006094342338884,292
34,41.2584433555603,6.931988947598041,286
35,27.959560871124268,6.9742489270386265,195
36,43.59449100494385,6.88168096527045,300
37,43.46893072128296,6.901470013112792,300
38,43.6063551902771,6.879787185249736,300
39,43.695796251297,6.865616990113512,300
40,33.64701986312866,6.924837281184058,233
41,43.60435247421265,6.880102742867627,300
42,43.98133659362793,6.821127304972602,300
43,43.96500635147095,6.8236096895257585,300
44,43.974369049072266,6.822213125938055,300
45,43.96308517456055,6.823920114641858,300
46,43.995537519454956,6.818801709246295,300
47,9.387573480606079,7.030251384746485,66
48,43.989394187927246,6.8198867898792885,300
49,43.95690107345581,6.8248515594785815,300
50,43.96252942085266,6.823920114641858,300
51,43.9557363986969,6.825006825006825,300
52,40.79429221153259,6.863754473697113,280
53,43.97078490257263,6.822678583611927,300
54,43.95421290397644,6.825317377258043,300
55,9.364305257797241,7.048269970098248,66
56,19.99835467338562,6.900690069006901,138
57,15.769760608673096,6.975269499048827,110
58,43.94950604438782,6.8259385665529,300
59,43.93554496765137,6.828113619810634,300
60,43.93165922164917,6.828735318219065,300
61,43.911282777786255,6.832001093120175,300
62,43.932162046432495,6.828735318219065,300
63,36.180150747299194,6.85461580983969,248
64,43.90843367576599,6.832467887400929,300
65,22.651925563812256,6.84266289952322,155
66,20.932218551635742,6.879419071278426,144
67,43.43234610557556,6.907349419782649,300
68,20.932722330093384,6.831318970047294,143
69,43.12959027290344,6.9557152793878965,300
70,6.288193702697754,6.997455470737913,44
71,42.85808706283569,6.999860002799944,300
72,42.56562638282776,7.047878588544847,300
73,7.611975908279419,6.568575932737782,50
74,41.40136003494263,7.246201782565638,300
75,41.10427927970886,7.298559750875827,300
76,40.985708236694336,7.319572536963842,300
77,10.485397100448608,6.771578445398188,71
78,40.831154108047485,7.347358624574465,300
79,40.70708441734314,7.369739848183359,300
80,22.28942084312439,7.133563641258019,159
81,35.71415638923645,7.420059360474884,265
82,39.719674587249756,7.552870090634442,300
83,39.336063385009766,7.6266015863331305,300
84,39.214133739471436,7.650328964145459,300
85,38.57181930541992,7.77766255314736,300
86,38.12651085853577,7.868439688409788,300
87,38.12479114532471,7.868852459016393,300
88,38.12198734283447,7.869471696133466,300
89,38.12030029296875,7.869884575026234,300
90,38.12423896789551,7.869058860560276,300
91,38.12607502937317,7.8686460682998485,300
92,37.20979952812195,7.8204783660306365,291
93,7.5221288204193115,7.311885136931667,55
94,38.11515235900879,7.870916961826052,300
95,38.1120822429657,7.87153652392947,300
96,38.10640239715576,7.872775940796725,300
97,38.0970516204834,7.874635798094338,300
98,38.104294538497925,7.873189166491707,300
99,38.086222887039185,7.876910150711548,300
100,38.08545732498169,7.877116975187081,300
