Sr No.,Total Time (s),Tokens per Second,Generated Tokens
1,18.269668579101562,16.420361247947454,300
2,18.263049602508545,16.426654985489787,300
3,9.538045644760132,16.46047389389809,157
4,18.28471803665161,16.406890894175554,300
5,18.264970541000366,16.424856282507527,300
6,1.8392038345336914,15.769439912996194,29
7,18.25207829475403,16.43655489809336,300
8,18.261346101760864,16.42845408247084,300
9,18.24251413345337,16.4446637066272,300
10,18.248803853988647,16.43925694558606,300
11,18.219547271728516,16.465422612513724,300
12,18.25800609588623,16.43115346697338,300
13,18.223362684249878,16.462711957416452,300
14,18.234651565551758,16.451878256100905,300
15,16.382094860076904,16.54254669759492,271
16,18.207265615463257,16.47717910693689,300
17,18.189241409301758,16.49348507339601,300
18,18.184651374816895,16.497113005224087,300
19,5.158086538314819,16.67312911981388,86
20,18.203211545944214,16.4807998681536,300
21,18.244490385055542,16.44376233282175,300
22,18.16930913925171,16.511640706698223,300
23,18.215914964675903,16.46903820816864,300
24,18.16435670852661,16.5161858621449,300
25,18.205641508102417,16.47808414808305,300
26,18.217268705368042,16.46813416039963,300
27,18.180991649627686,16.500742533414,300
28,18.153210401535034,16.526194017517767,300
29,18.1859610080719,16.49620587264929,300
30,18.153434991836548,16.526194017517767,300
31,18.162479400634766,16.518004625041296,300
32,18.150323390960693,16.528925619834713,300
33,18.220893621444702,16.46451896163767,300
34,18.247323751449585,16.44105880418699,300
35,18.47064781188965,16.24167614097775,300
36,18.525732278823853,16.193457843031414,300
37,18.521767377853394,16.19695497246518,300
38,18.509244441986084,16.208331082176237,300
39,18.541393995285034,16.180357046545492,300
40,18.52431082725525,16.195206218959186,300
41,5.898603439331055,16.44346499406679,97
42,18.501582860946655,16.21446330126473,300
43,18.51552438735962,16.202203499675957,300
44,18.548343181610107,16.174250593055856,300
45,18.540927410125732,16.180357046545492,300
46,18.510345697402954,16.207455429497568,300
47,18.49725914001465,16.218846299399903,300
48,18.528971910476685,16.190835986831452,300
49,18.489286422729492,16.22586402725945,300
50,18.49954104423523,16.216216216216218,300
51,15.799568891525269,16.32911392405063,258
52,18.514114379882812,16.20395376471859,300
53,18.49009418487549,16.224986479177936,300
54,7.057984828948975,16.01020119013885,113
55,18.46881079673767,16.243434945043045,300
56,18.501750707626343,16.21446330126473,300
57,18.500388860702515,16.216216216216218,300
58,18.47743558883667,16.23640201331385,300
59,18.462328910827637,16.249593760155996,300
60,18.480966091156006,16.23288783074509,300
61,18.480908632278442,16.23288783074509,300
62,18.452500820159912,16.257519102584947,300
63,18.458656549453735,16.252234682268814,300
64,18.483844995498657,16.230253191949792,300
65,14.587246179580688,16.315897717145404,238
66,18.39476203918457,16.308779559662952,300
67,18.413416385650635,16.292836582849073,300
68,18.234220266342163,16.45278051990786,300
69,18.255558729171753,16.432953549517965,300
70,18.272774934768677,16.417665407978987,300
71,18.215612173080444,16.46903820816864,300
72,18.169541120529175,16.510731975784257,300
73,18.112235069274902,16.563604240282686,300
74,18.095268964767456,16.579165515335728,300
75,18.091935873031616,16.581914658412558,300
76,18.091309309005737,16.58283124205406,300
77,18.09284257888794,16.5809981760902,300
78,18.07473921775818,16.597510373443985,300
79,18.074294328689575,16.598428682084762,300
80,18.08687925338745,16.58649859014762,300
81,18.094086408615112,16.58008179507019,300
82,18.077195405960083,16.595674060961443,300
83,18.07429265975952,16.598428682084762,300
84,18.067296981811523,16.60485968893563,300
85,18.06221103668213,16.609456317129887,300
86,18.074517250061035,16.597510373443985,300
87,18.062521934509277,16.608536787908985,300
88,18.07526135444641,16.597510373443985,300
89,18.064895153045654,16.606698034874064,300
90,18.068601608276367,16.603021749958494,300
91,18.069366693496704,16.603021749958494,300
92,18.046048641204834,16.62418264435332,300
93,18.057718753814697,16.613135452431056,300
94,18.06639289855957,16.605778811026237,300
95,18.06605863571167,16.605778811026237,300
96,18.048274040222168,16.622340425531917,300
97,18.052995443344116,16.617736664266324,300
98,16.991347789764404,17.656406332764405,300
99,16.794877767562866,17.862459065197974,300
100,16.517380952835083,18.16310468002664,300
